Id,Name,Type,Industry,Rating
001dM000023nnmOQAQ,Dummy Account 487,Partner,Retail,Hot
001dM000023p68fQAA,Dummy Account 1,Customer,Finance,Hot
001dM000023p68gQAA,Dummy Account 2,Customer,Finance,Hot
001dM000023p68hQAA,Dummy Account 3,Partner,Healthcare,Warm
001dM000023p68iQAA,Dummy Account 4,Customer,Technology,Cold
001dM000023p68jQAA,Dummy Account 5,Partner,Healthcare,Hot
001dM000023p68kQAA,Dummy Account 6,Prospect,Healthcare,Warm
001dM000023p68lQAA,Dummy Account 7,Partner,Retail,Cold
001dM000023p68mQAA,Dummy Account 8,Customer,Healthcare,Cold
001dM000023p68nQAA,Dummy Account 9,Customer,Technology,Hot
001dM000023p68oQAA,Dummy Account 10,Partner,Technology,Cold
001dM000023p68pQAA,Dummy Account 11,Customer,Healthcare,Cold
001dM000023p68qQAA,Dummy Account 12,Partner,Healthcare,Cold
001dM000023p68rQAA,Dummy Account 13,Prospect,Retail,Cold
001dM000023p68sQAA,Dummy Account 14,Prospect,Healthcare,Warm
001dM000023p68tQAA,Dummy Account 15,Partner,Healthcare,Cold
001dM000023p68uQAA,Dummy Account 16,Prospect,Healthcare,Cold
001dM000023p68vQAA,Dummy Account 17,Partner,Healthcare,Cold
001dM000023p68wQAA,Dummy Account 18,Partner,Finance,Hot
001dM000023p68xQAA,Dummy Account 19,Prospect,Retail,Hot
001dM000023p68yQAA,Dummy Account 20,Customer,Technology,Warm
001dM000023p68zQAA,Dummy Account 21,Prospect,Healthcare,Warm
001dM000023p690QAA,Dummy Account 22,Prospect,Technology,Warm
001dM000023p691QAA,Dummy Account 23,Partner,Finance,Hot
001dM000023p692QAA,Dummy Account 24,Customer,Technology,Cold
001dM000023p693QAA,Dummy Account 25,Partner,Technology,Cold
001dM000023p694QAA,Dummy Account 26,Customer,Finance,Hot
001dM000023p695QAA,Dummy Account 27,Prospect,Retail,Warm
001dM000023p696QAA,Dummy Account 28,Prospect,Retail,Cold
001dM000023p697QAA,Dummy Account 29,Prospect,Healthcare,Hot
001dM000023p698QAA,Dummy Account 30,Customer,Technology,Cold
001dM000023p699QAA,Dummy Account 31,Partner,Technology,Cold
001dM000023p69AQAQ,Dummy Account 32,Partner,Finance,Warm
001dM000023p69BQAQ,Dummy Account 33,Prospect,Technology,Warm
001dM000023p69CQAQ,Dummy Account 34,Partner,Healthcare,Cold
001dM000023p69DQAQ,Dummy Account 35,Partner,Retail,Hot
001dM000023p69EQAQ,Dummy Account 36,Prospect,Finance,Hot
001dM000023p69FQAQ,Dummy Account 37,Customer,Retail,Hot
001dM000023p69GQAQ,Dummy Account 38,Prospect,Finance,Cold
001dM000023p69HQAQ,Dummy Account 39,Customer,Technology,Hot
001dM000023p69IQAQ,Dummy Account 40,Partner,Finance,Hot
001dM000023p69JQAQ,Dummy Account 41,Partner,Technology,Warm
001dM000023p69KQAQ,Dummy Account 42,Customer,Technology,Warm
001dM000023p69LQAQ,Dummy Account 43,Prospect,Technology,Hot
001dM000023p69MQAQ,Dummy Account 44,Partner,Retail,Warm
001dM000023p69NQAQ,Dummy Account 45,Prospect,Healthcare,Cold
001dM000023p69OQAQ,Dummy Account 46,Customer,Technology,Warm
001dM000023p69PQAQ,Dummy Account 47,Prospect,Technology,Hot
001dM000023p69QQAQ,Dummy Account 48,Prospect,Retail,Cold
001dM000023p69RQAQ,Dummy Account 49,Prospect,Finance,Hot
001dM000023p69SQAQ,Dummy Account 50,Partner,Healthcare,Cold
001dM000023p69TQAQ,Dummy Account 51,Partner,Healthcare,Hot
001dM000023p69UQAQ,Dummy Account 52,Partner,Finance,Cold
001dM000023p69VQAQ,Dummy Account 53,Prospect,Retail,Warm
001dM000023p69WQAQ,Dummy Account 54,Prospect,Retail,Cold
001dM000023p69XQAQ,Dummy Account 55,Prospect,Finance,Cold
001dM000023p69YQAQ,Dummy Account 56,Partner,Healthcare,Hot
001dM000023p69ZQAQ,Dummy Account 57,Partner,Retail,Warm
001dM000023p69aQAA,Dummy Account 58,Prospect,Retail,Cold
001dM000023p69bQAA,Dummy Account 59,Prospect,Retail,Hot
001dM000023p69cQAA,Dummy Account 60,Customer,Technology,Cold
001dM000023p69dQAA,Dummy Account 61,Prospect,Finance,Warm
001dM000023p69eQAA,Dummy Account 62,Partner,Retail,Hot
001dM000023p69fQAA,Dummy Account 63,Partner,Technology,Warm
001dM000023p69gQAA,Dummy Account 64,Customer,Healthcare,Cold
001dM000023p69hQAA,Dummy Account 65,Partner,Finance,Hot
001dM000023p69iQAA,Dummy Account 66,Prospect,Healthcare,Hot
001dM000023p69jQAA,Dummy Account 67,Partner,Finance,Cold
001dM000023p69kQAA,Dummy Account 68,Customer,Finance,Hot
001dM000023p69lQAA,Dummy Account 69,Prospect,Retail,Hot
001dM000023p69mQAA,Dummy Account 70,Partner,Retail,Warm
001dM000023p69nQAA,Dummy Account 71,Customer,Retail,Cold
001dM000023p69oQAA,Dummy Account 72,Customer,Retail,Cold
001dM000023p69pQAA,Dummy Account 73,Prospect,Healthcare,Hot
001dM000023p69qQAA,Dummy Account 74,Partner,Finance,Cold
001dM000023p69rQAA,Dummy Account 75,Prospect,Healthcare,Hot
001dM000023p69sQAA,Dummy Account 76,Partner,Finance,Cold
001dM000023p69tQAA,Dummy Account 77,Partner,Retail,Warm
001dM000023p69uQAA,Dummy Account 78,Customer,Retail,Hot
001dM000023p69vQAA,Dummy Account 79,Customer,Retail,Cold
001dM000023p69wQAA,Dummy Account 80,Partner,Healthcare,Hot
001dM000023p69xQAA,Dummy Account 81,Customer,Retail,Warm
001dM000023p69yQAA,Dummy Account 82,Partner,Finance,Warm
001dM000023p69zQAA,Dummy Account 83,Prospect,Technology,Warm
001dM000023p6A0QAI,Dummy Account 84,Customer,Technology,Hot
001dM000023p6A1QAI,Dummy Account 85,Partner,Healthcare,Hot
001dM000023p6A2QAI,Dummy Account 86,Partner,Finance,Cold
001dM000023p6A3QAI,Dummy Account 87,Prospect,Finance,Cold
001dM000023p6A4QAI,Dummy Account 88,Customer,Retail,Cold
001dM000023p6A5QAI,Dummy Account 89,Prospect,Retail,Cold
001dM000023p6A6QAI,Dummy Account 90,Partner,Healthcare,Warm
001dM000023p6A7QAI,Dummy Account 91,Customer,Technology,Warm
001dM000023p6A8QAI,Dummy Account 92,Prospect,Technology,Hot
001dM000023p6A9QAI,Dummy Account 93,Prospect,Technology,Cold
001dM000023p6AAQAY,Dummy Account 94,Prospect,Finance,Hot
001dM000023p6ABQAY,Dummy Account 95,Partner,Finance,Cold
001dM000023p6ACQAY,Dummy Account 96,Prospect,Healthcare,Warm
001dM000023p6ADQAY,Dummy Account 97,Partner,Retail,Cold
001dM000023p6AEQAY,Dummy Account 98,Prospect,Finance,Warm
001dM000023p6AFQAY,Dummy Account 99,Prospect,Finance,Warm
001dM000023p6AGQAY,Dummy Account 100,Partner,Healthcare,Hot
001dM000023p6AHQAY,Dummy Account 101,Prospect,Technology,Warm
001dM000023p6AIQAY,Dummy Account 102,Prospect,Finance,Warm
001dM000023p6AJQAY,Dummy Account 103,Partner,Retail,Hot
001dM000023p6AKQAY,Dummy Account 104,Partner,Finance,Cold
001dM000023p6ALQAY,Dummy Account 105,Customer,Healthcare,Cold
001dM000023p6AMQAY,Dummy Account 106,Partner,Technology,Cold
001dM000023p6ANQAY,Dummy Account 107,Customer,Healthcare,Cold
001dM000023p6AOQAY,Dummy Account 108,Customer,Technology,Cold
001dM000023p6APQAY,Dummy Account 109,Partner,Technology,Cold
001dM000023p6AQQAY,Dummy Account 110,Customer,Technology,Warm
001dM000023p6ARQAY,Dummy Account 111,Prospect,Finance,Cold
001dM000023p6ASQAY,Dummy Account 112,Partner,Healthcare,Warm
001dM000023p6ATQAY,Dummy Account 113,Partner,Retail,Warm
001dM000023p6AUQAY,Dummy Account 114,Partner,Technology,Warm
001dM000023p6AVQAY,Dummy Account 115,Prospect,Healthcare,Cold
001dM000023p6AWQAY,Dummy Account 116,Prospect,Technology,Cold
001dM000023p6AXQAY,Dummy Account 117,Customer,Healthcare,Cold
001dM000023p6AYQAY,Dummy Account 118,Customer,Healthcare,Cold
001dM000023p6AZQAY,Dummy Account 119,Prospect,Finance,Cold
001dM000023p6AaQAI,Dummy Account 120,Partner,Retail,Warm
001dM000023p6AbQAI,Dummy Account 121,Partner,Technology,Cold
001dM000023p6AcQAI,Dummy Account 122,Customer,Healthcare,Hot
001dM000023p6AdQAI,Dummy Account 123,Partner,Retail,Warm
001dM000023p6AeQAI,Dummy Account 124,Prospect,Retail,Warm
001dM000023p6AfQAI,Dummy Account 125,Partner,Technology,Warm
001dM000023p6AgQAI,Dummy Account 126,Partner,Technology,Warm
001dM000023p6AhQAI,Dummy Account 127,Customer,Healthcare,Cold
001dM000023p6AiQAI,Dummy Account 128,Partner,Retail,Hot
001dM000023p6AjQAI,Dummy Account 129,Partner,Technology,Cold
001dM000023p6AkQAI,Dummy Account 130,Customer,Finance,Cold
001dM000023p6AlQAI,Dummy Account 131,Customer,Finance,Cold
001dM000023p6AmQAI,Dummy Account 132,Partner,Healthcare,Hot
001dM000023p6AnQAI,Dummy Account 133,Partner,Healthcare,Warm
001dM000023p6AoQAI,Dummy Account 134,Partner,Finance,Warm
001dM000023p6ApQAI,Dummy Account 135,Customer,Finance,Cold
001dM000023p6AqQAI,Dummy Account 136,Prospect,Healthcare,Cold
001dM000023p6ArQAI,Dummy Account 137,Customer,Finance,Cold
001dM000023p6AsQAI,Dummy Account 138,Prospect,Retail,Cold
001dM000023p6AtQAI,Dummy Account 139,Partner,Technology,Hot
001dM000023p6AuQAI,Dummy Account 140,Customer,Technology,Warm
001dM000023p6AvQAI,Dummy Account 141,Partner,Technology,Cold
001dM000023p6AwQAI,Dummy Account 142,Prospect,Healthcare,Warm
001dM000023p6AxQAI,Dummy Account 143,Customer,Technology,Warm
001dM000023p6AyQAI,Dummy Account 144,Customer,Healthcare,Cold
001dM000023p6AzQAI,Dummy Account 145,Prospect,Technology,Hot
001dM000023p6B0QAI,Dummy Account 146,Partner,Healthcare,Cold
001dM000023p6B1QAI,Dummy Account 147,Prospect,Retail,Cold
001dM000023p6B2QAI,Dummy Account 148,Customer,Technology,Warm
001dM000023p6B3QAI,Dummy Account 149,Customer,Technology,Warm
001dM000023p6B4QAI,Dummy Account 150,Partner,Retail,Warm
001dM000023p6B5QAI,Dummy Account 151,Customer,Technology,Cold
001dM000023p6B6QAI,Dummy Account 152,Partner,Healthcare,Warm
001dM000023p6B7QAI,Dummy Account 153,Partner,Finance,Cold
001dM000023p6B8QAI,Dummy Account 154,Partner,Healthcare,Warm
001dM000023p6B9QAI,Dummy Account 155,Partner,Retail,Hot
001dM000023p6BAQAY,Dummy Account 156,Partner,Finance,Cold
001dM000023p6BBQAY,Dummy Account 157,Prospect,Technology,Warm
001dM000023p6BCQAY,Dummy Account 158,Prospect,Healthcare,Cold
001dM000023p6BDQAY,Dummy Account 159,Customer,Technology,Cold
001dM000023p6BEQAY,Dummy Account 160,Partner,Retail,Cold
001dM000023p6BFQAY,Dummy Account 161,Customer,Technology,Hot
001dM000023p6BGQAY,Dummy Account 162,Partner,Healthcare,Cold
001dM000023p6BHQAY,Dummy Account 163,Partner,Finance,Hot
001dM000023p6BIQAY,Dummy Account 164,Partner,Technology,Hot
001dM000023p6BJQAY,Dummy Account 165,Customer,Technology,Cold
001dM000023p6BKQAY,Dummy Account 166,Prospect,Finance,Cold
001dM000023p6BLQAY,Dummy Account 167,Partner,Healthcare,Cold
001dM000023p6BMQAY,Dummy Account 168,Customer,Finance,Cold
001dM000023p6BNQAY,Dummy Account 169,Prospect,Healthcare,Warm
001dM000023p6BOQAY,Dummy Account 170,Prospect,Finance,Cold
001dM000023p6BPQAY,Dummy Account 171,Prospect,Healthcare,Hot
001dM000023p6BQQAY,Dummy Account 172,Partner,Healthcare,Cold
001dM000023p6BRQAY,Dummy Account 173,Customer,Retail,Warm
001dM000023p6BSQAY,Dummy Account 174,Customer,Healthcare,Warm
001dM000023p6BTQAY,Dummy Account 175,Partner,Healthcare,Hot
001dM000023p6BUQAY,Dummy Account 176,Prospect,Healthcare,Hot
001dM000023p6BVQAY,Dummy Account 177,Customer,Finance,Cold
001dM000023p6BWQAY,Dummy Account 178,Customer,Healthcare,Hot
001dM000023p6BXQAY,Dummy Account 179,Customer,Retail,Hot
001dM000023p6BYQAY,Dummy Account 180,Prospect,Retail,Warm
001dM000023p6BZQAY,Dummy Account 181,Customer,Finance,Hot
001dM000023p6BaQAI,Dummy Account 182,Prospect,Technology,Hot
001dM000023p6BbQAI,Dummy Account 183,Customer,Technology,Hot
001dM000023p6BcQAI,Dummy Account 184,Partner,Finance,Cold
001dM000023p6BdQAI,Dummy Account 185,Prospect,Finance,Warm
001dM000023p6BeQAI,Dummy Account 186,Customer,Finance,Cold
001dM000023p6BfQAI,Dummy Account 187,Prospect,Retail,Warm
001dM000023p6BgQAI,Dummy Account 188,Prospect,Retail,Hot
001dM000023p6BhQAI,Dummy Account 189,Partner,Retail,Hot
001dM000023p6BiQAI,Dummy Account 190,Prospect,Finance,Cold
001dM000023p6BjQAI,Dummy Account 191,Customer,Finance,Warm
001dM000023p6BkQAI,Dummy Account 192,Customer,Healthcare,Warm
001dM000023p6BlQAI,Dummy Account 193,Prospect,Finance,Cold
001dM000023p6BmQAI,Dummy Account 194,Customer,Healthcare,Cold
001dM000023p6BnQAI,Dummy Account 195,Partner,Technology,Cold
001dM000023p6BoQAI,Dummy Account 196,Customer,Technology,Cold
001dM000023p6BpQAI,Dummy Account 197,Prospect,Retail,Cold
001dM000023p6BqQAI,Dummy Account 198,Customer,Healthcare,Cold
001dM000023p6BrQAI,Dummy Account 199,Customer,Retail,Hot
001dM000023p6BsQAI,Dummy Account 200,Prospect,Technology,Warm
001dM000023pAW0QAM,Dummy Account 1,Customer,Healthcare,Cold
001dM000023pAW1QAM,Dummy Account 2,Partner,Retail,Warm
001dM000023pAW2QAM,Dummy Account 3,Prospect,Retail,Hot
001dM000023pAW3QAM,Dummy Account 4,Customer,Healthcare,Cold
001dM000023pAW4QAM,Dummy Account 5,Prospect,Technology,Cold
001dM000023pAW5QAM,Dummy Account 6,Customer,Healthcare,Warm
001dM000023pAW6QAM,Dummy Account 7,Customer,Technology,Warm
001dM000023pAW7QAM,Dummy Account 8,Partner,Technology,Cold
001dM000023pAW8QAM,Dummy Account 9,Prospect,Technology,Warm
001dM000023pAW9QAM,Dummy Account 10,Prospect,Finance,Warm
001dM000023pAWAQA2,Dummy Account 11,Prospect,Finance,Hot
001dM000023pAWBQA2,Dummy Account 12,Prospect,Healthcare,Warm
001dM000023pAWCQA2,Dummy Account 13,Prospect,Finance,Warm
001dM000023pAWDQA2,Dummy Account 14,Prospect,Technology,Cold
001dM000023pAWEQA2,Dummy Account 15,Partner,Finance,Warm
001dM000023pAWFQA2,Dummy Account 16,Partner,Healthcare,Cold
001dM000023pAWGQA2,Dummy Account 17,Customer,Retail,Warm
001dM000023pAWHQA2,Dummy Account 18,Prospect,Healthcare,Cold
001dM000023pAWIQA2,Dummy Account 19,Customer,Healthcare,Warm
001dM000023pAWJQA2,Dummy Account 20,Prospect,Finance,Hot
001dM000023pAWKQA2,Dummy Account 21,Partner,Finance,Cold
001dM000023pAWLQA2,Dummy Account 22,Prospect,Technology,Cold
001dM000023pAWMQA2,Dummy Account 23,Customer,Technology,Hot
001dM000023pAWNQA2,Dummy Account 24,Partner,Technology,Hot
001dM000023pAWOQA2,Dummy Account 25,Customer,Technology,Hot
001dM000023pAWPQA2,Dummy Account 26,Prospect,Finance,Hot
001dM000023pAWQQA2,Dummy Account 27,Partner,Finance,Cold
001dM000023pAWRQA2,Dummy Account 28,Partner,Finance,Hot
001dM000023pAWSQA2,Dummy Account 29,Prospect,Retail,Warm
001dM000023pAWTQA2,Dummy Account 30,Prospect,Technology,Hot
001dM000023pAWUQA2,Dummy Account 31,Partner,Finance,Warm
001dM000023pAWVQA2,Dummy Account 32,Prospect,Healthcare,Hot
001dM000023pAWWQA2,Dummy Account 33,Prospect,Retail,Hot
001dM000023pAWXQA2,Dummy Account 34,Customer,Healthcare,Warm
001dM000023pAWYQA2,Dummy Account 35,Prospect,Technology,Hot
001dM000023pAWZQA2,Dummy Account 36,Prospect,Technology,Hot
001dM000023pAWaQAM,Dummy Account 37,Partner,Finance,Warm
001dM000023pAWbQAM,Dummy Account 38,Customer,Retail,Cold
001dM000023pAWcQAM,Dummy Account 39,Partner,Retail,Hot
001dM000023pAWdQAM,Dummy Account 40,Prospect,Healthcare,Cold
001dM000023pAWeQAM,Dummy Account 41,Partner,Finance,Cold
001dM000023pAWfQAM,Dummy Account 42,Customer,Healthcare,Warm
001dM000023pAWgQAM,Dummy Account 43,Customer,Retail,Warm
001dM000023pAWhQAM,Dummy Account 44,Prospect,Retail,Cold
001dM000023pAWiQAM,Dummy Account 45,Customer,Technology,Cold
001dM000023pAWjQAM,Dummy Account 46,Customer,Healthcare,Warm
001dM000023pAWkQAM,Dummy Account 47,Customer,Healthcare,Warm
001dM000023pAWlQAM,Dummy Account 48,Prospect,Healthcare,Cold
001dM000023pAWmQAM,Dummy Account 49,Partner,Finance,Cold
001dM000023pAWnQAM,Dummy Account 50,Prospect,Healthcare,Hot
001dM000023pAWoQAM,Dummy Account 51,Partner,Finance,Warm
001dM000023pAWpQAM,Dummy Account 52,Partner,Finance,Hot
001dM000023pAWqQAM,Dummy Account 53,Prospect,Healthcare,Cold
001dM000023pAWrQAM,Dummy Account 54,Customer,Technology,Warm
001dM000023pAWsQAM,Dummy Account 55,Prospect,Finance,Hot
001dM000023pAWtQAM,Dummy Account 56,Prospect,Finance,Warm
001dM000023pAWuQAM,Dummy Account 57,Customer,Healthcare,Hot
001dM000023pAWvQAM,Dummy Account 58,Partner,Healthcare,Warm
001dM000023pAWwQAM,Dummy Account 59,Partner,Healthcare,Hot
001dM000023pAWxQAM,Dummy Account 60,Partner,Retail,Hot
001dM000023pAWyQAM,Dummy Account 61,Customer,Retail,Warm
001dM000023pAWzQAM,Dummy Account 62,Prospect,Retail,Hot
001dM000023pAX0QAM,Dummy Account 63,Partner,Technology,Warm
001dM000023pAX1QAM,Dummy Account 64,Prospect,Finance,Hot
001dM000023pAX2QAM,Dummy Account 65,Prospect,Finance,Cold
001dM000023pAX3QAM,Dummy Account 66,Prospect,Technology,Warm
001dM000023pAX4QAM,Dummy Account 67,Prospect,Technology,Hot
001dM000023pAX5QAM,Dummy Account 68,Prospect,Healthcare,Hot
001dM000023pAX6QAM,Dummy Account 69,Customer,Healthcare,Cold
001dM000023pAX7QAM,Dummy Account 70,Prospect,Finance,Hot
001dM000023pAX8QAM,Dummy Account 71,Customer,Technology,Cold
001dM000023pAX9QAM,Dummy Account 72,Prospect,Healthcare,Hot
001dM000023pAXAQA2,Dummy Account 73,Partner,Technology,Hot
001dM000023pAXBQA2,Dummy Account 74,Prospect,Retail,Warm
001dM000023pAXCQA2,Dummy Account 75,Prospect,Healthcare,Warm
001dM000023pAXDQA2,Dummy Account 76,Customer,Technology,Hot
001dM000023pAXEQA2,Dummy Account 77,Customer,Finance,Hot
001dM000023pZYtQAM,Dummy Account 201,Prospect,Technology,Hot
001dM000023pZYuQAM,Dummy Account 202,Prospect,Technology,Warm
001dM000023pZYvQAM,Dummy Account 203,Customer,Healthcare,Hot
001dM000023pZYwQAM,Dummy Account 204,Customer,Healthcare,Cold
001dM000023pZYxQAM,Dummy Account 205,Partner,Healthcare,Warm
001dM000023pZYyQAM,Dummy Account 206,Customer,Retail,Warm
001dM000023pZYzQAM,Dummy Account 207,Customer,Technology,Cold
001dM000023pZZ0QAM,Dummy Account 208,Customer,Healthcare,Hot
001dM000023pZZ1QAM,Dummy Account 209,Partner,Healthcare,Hot
001dM000023pZZ2QAM,Dummy Account 210,Customer,Healthcare,Warm
001dM000023pZZ3QAM,Dummy Account 211,Prospect,Technology,Warm
001dM000023pZZ4QAM,Dummy Account 212,Prospect,Retail,Warm
001dM000023pZZ5QAM,Dummy Account 213,Partner,Finance,Hot
001dM000023pZZ6QAM,Dummy Account 214,Prospect,Technology,Hot
001dM000023pZZ7QAM,Dummy Account 215,Customer,Technology,Hot
001dM000023pZZ8QAM,Dummy Account 216,Customer,Finance,Cold
001dM000023pZZ9QAM,Dummy Account 217,Customer,Technology,Warm
001dM000023pZZAQA2,Dummy Account 218,Prospect,Technology,Hot
001dM000023pZZBQA2,Dummy Account 219,Prospect,Technology,Warm
001dM000023pZZCQA2,Dummy Account 220,Partner,Healthcare,Cold
001dM000023pZZDQA2,Dummy Account 221,Prospect,Finance,Hot
